uiq2-4.bin,large.tar,deepfield.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,uiq2-8.bin,misc.tar,vmlinux-5.10.tar,uiq-32.bin,fannie_mae_500k.tar
0,0,0,0.88,0.88,0.87,0.86,0.85,0.83,0.83,0.83,0.82,0.82,0.81
