jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.89,0.87,0.85,0.78,0.74,0.73,0.61,0.62,0.67,0.46
