jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.61,0.57,0.52,0.6,0.66,0.7,0.68,0.67,0.67,0.67
