svg-medium,psd-large,svg-small,svg-large,psd-small,jpeg-large,psd-medium,jpeg-small,png-small,png-large,png-medium,jpeg-medium
0,0,0,0.55,0.63,0.58,0.58,0.61,0.65,0.66,0.65,0.65,0.66
