uiq-32.bin,uiq2-8.bin,misc.tar,ambivert.wav.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,enwik8.tar,silesia.tar,deepfield.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin
0,0,0,0.85,0.8,0.87,0.87,0.89,0.9,0.9,0.88,0.89,0.88,0.87
