jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.75,0.6,0.59,0.63,0.66,0.69,0.69,0.68,0.7,0.72
