png-medium,psd-large,psd-small,jpeg-medium,jpeg-small,png-small,png-large,svg-medium,svg-large,jpeg-large,svg-small,psd-medium
0,0,0,0.74,0.78,0.75,0.72,0.7,0.7,0.71,0.71,0.69,0.7
