png-medium,png-large,psd-small,psd-medium,jpeg-medium,jpeg-small,svg-medium,svg-large,psd-large,svg-small,jpeg-large,png-small
0,0,0,0.71,0.71,0.47,0.32,0.38,0.39,0.26,0.37,0.3,0.45
