workload,baseline_b,baseline_T,compared_m,s,label
smallbank-1,80,26485.350527757906,40.0,2.0,1
smallbank-10,80,18847.952935658654,40.0,2.0,1
tpcc-2,80,946.6553763863029,80.0,1.0,0
tpcc-8,80,1015.5305115043107,40.0,2.0,1
voter-16,80,47491.315068201926,40.0,2.0,1
voter-2,80,47844.70105085643,40.0,2.0,1
ycsb-2400,80,19952.251565536284,80.0,1.0,0
ycsb-600,80,28147.53329612665,,-1.0,-1
