workload,baseline_b,baseline_T,compared_m,s,label
ambivert,80,1.8298,39.0,2.051282051282051,1
artificl,80,0.1657000000000001,39.0,2.051282051282051,1
deepfield,80,0.2925999999999998,,-1.0,-1
enwik8,80,2.6245999999999996,38.0,2.1052631578947367,1
fannie_mae_500k,80,1.8840999999999999,38.0,2.1052631578947367,1
large,80,0.6866999999999999,39.0,2.051282051282051,1
misc,80,0.24259999999999998,39.0,2.051282051282051,1
silesia,80,5.385800000000001,38.0,2.1052631578947367,1
vmlinux,80,1.0920999999999994,39.0,2.051282051282051,1
