workload,baseline_b,baseline_T,compared_m,s,label
smallbank-1,80,26287.284488841797,40,2.0,1
smallbank-10,80,18488.89633445761,39,2.051282051282051,1
tpcc-2,80,938.2212123355133,60,1.3333333333333333,1
tpcc-8,80,1006.7403254473579,40,2.0,1
voter-16,80,47021.76229757259,40,2.0,1
voter-2,80,47119.40659201202,40,2.0,1
ycsb-2400,80,19878.876061683277,60,1.3333333333333333,1
ycsb-600,80,27926.01430064242,60,1.3333333333333333,1
