workload,baseline_b,baseline_T,compared_m,s,label
corona,80,0.9124000000000005,60.0,1.3333333333333333,1
cranium,80,1.3395000000000001,80.0,1.0,0
cubus,80,4.197,80.0,1.0,0
flame,80,1.1911,,-1.0,-1
france,80,2.409099999999995,80.0,1.0,0
frisco,80,3.1578,60.0,1.3333333333333333,1
jelly,80,1.136199999999999,,-1.0,-1
karte,80,7.078999999999996,80.0,1.0,0
mandelbrot,80,1.0473000000000006,,-1.0,-1
strawberry,80,1.1159,,-1.0,-1
village,80,1.6270000000000013,,-1.0,-1
