svg-large,psd-large,jpeg-small,png-small,jpeg-medium,png-medium,svg-small,psd-small,svg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.51,0.4,0.48,0.54,0.56,0.38,0.4,0.51,0.54,0.45
