psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.51,0.61,0.6,0.63,0.61,0.63,0.65,0.67,0.68,0.69
