jpeg-medium,svg-medium,png-medium,jpeg-large,png-small,svg-small,png-large,psd-medium,svg-large,psd-small,psd-large,jpeg-small
0,0,0,0.49,0.43,0.59,0.63,0.65,0.64,0.68,0.68,0.66,0.67
