jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.61,0.59,0.61,0.64,0.66,0.69,0.67,0.65,0.67,0.68
