uiq-32.bin,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar,large.tar,misc.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.87,0.9,0.76,0.68,0.73,0.73,0.72,0.75,0.75,0.75,0.76
