psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.76,0.7,0.63,0.64,0.66,0.65,0.65,0.65,0.64,0.64
