enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,silesia.tar,deepfield.tar,artificl.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,misc.tar
0,0,0,0.95,0.84,0.78,0.79,0.74,0.71,0.71,0.72,0.73,0.75,0.76
