svg-large,psd-large,jpeg-small,png-small,jpeg-medium,png-medium,svg-small,psd-small,svg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.53,0.67,0.72,0.75,0.77,0.77,0.77,0.77,0.76,0.75
