misc.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,large.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.82,0.85,0.76,0.7,0.72,0.74,0.77,0.79,0.8,0.82,0.83
