jpeg-medium,png-medium,svg-large,psd-large,psd-small,psd-medium,svg-medium,svg-small,png-small,jpeg-large,png-large,jpeg-small
0,0,0,0.83,0.71,0.66,0.68,0.69,0.69,0.67,0.68,0.66,0.67
