large.tar,deepfield.tar,enwik8.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,misc.tar,fannie_mae_500k.tar,uiq2-4.bin,uiq2-16.bin,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.88,0.86,0.84,0.85,0.85,0.85,0.85,0.84,0.85,0.85,0.85
