uiq2-4.bin,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq-32.bin,misc.tar,artificl.tar,ambivert.wav.tar
0,0,0,0.89,0.88,0.88,0.88,0.88,0.87,0.88,0.87,0.87,0.86,0.86
