deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.8,0.57,0.55,0.53,0.35,0.45,0.6,0.49,0.51,0.5,0.33
