vmlinux-5.10.tar,ambivert.wav.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq-32.bin,large.tar,misc.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin
0,0,0,0.76,0.75,0.69,0.57,0.67,0.49,0.48,0.49,0.47,0.52,0.54
