jpeg-medium,png-small,psd-large,svg-medium,svg-large,psd-medium,png-medium,jpeg-small,png-large,svg-small,psd-small,jpeg-large
0,0,0,0.73,0.78,0.77,0.74,0.71,0.71,0.7,0.7,0.69,0.67
