png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.8,0.55,0.73,0.62,0.67,0.47,0.45,0.45,0.38,0.56
