psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.75,0.7,0.45,0.59,0.58,0.44,0.39,0.39,0.46,0.45
