psd-large,svg-medium,psd-medium,jpeg-medium,png-large,png-medium,psd-small,jpeg-large,svg-large,svg-small,png-small,jpeg-small
0,0,0,0.71,0.71,0.76,0.79,0.79,0.78,0.77,0.76,0.74,0.74
