uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq-32.bin,artificl.tar,silesia.tar
0,0,0,0.8,0.73,0.68,0.62,0.64,0.68,0.67,0.67,0.69,0.71,0.68
