svg-small,psd-small,svg-medium,jpeg-large,jpeg-small,png-small,png-medium,psd-medium,psd-large,jpeg-medium,png-large,svg-large
0,0,0,0.8,0.73,0.73,0.73,0.73,0.73,0.72,0.73,0.73,0.73
