svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.56,0.49,0.23,0.23,0.49,0.38,0.32,0.33,0.19,0.34
