png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.44,0.56,0.57,0.61,0.61,0.63,0.64,0.65,0.63,0.65
