png-large,psd-large,svg-small,psd-medium,jpeg-large,png-small,png-medium,jpeg-medium,psd-small,svg-large,svg-medium,jpeg-small
0,0,0,0.71,0.64,0.7,0.44,0.66,0.63,0.44,0.48,0.47,0.41
