svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.68,0.59,0.42,0.52,0.51,0.32,0.3,0.33,0.39,0.43
