psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.6,0.65,0.71,0.73,0.71,0.69,0.68,0.67,0.66,0.64
