ambivert.wav.tar,vmlinux-5.10.tar,large.tar,uiq2-8.bin,deepfield.tar,enwik8.tar,uiq2-4.bin,silesia.tar,uiq-32.bin,fannie_mae_500k.tar,artificl.tar,uiq2-16.bin,misc.tar
0,0,0,0.96,0.94,0.89,0.87,0.84,0.84,0.84,0.84,0.85,0.84,0.84
