misc.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,large.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.8,0.84,0.71,0.65,0.68,0.69,0.73,0.74,0.75,0.76,0.77
