psd-large,png-small,svg-medium,jpeg-medium,svg-large,png-medium,png-large,jpeg-large,svg-small,psd-medium,psd-small,jpeg-small
0,0,0,0.68,0.53,0.52,0.53,0.56,0.6,0.64,0.67,0.65,0.66
