psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.78,0.7,0.71,0.77,0.76,0.75,0.78,0.78,0.76,0.74
