psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.84,0.86,0.8,0.69,0.68,0.7,0.7,0.7,0.7,0.69
