uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq-32.bin,artificl.tar,silesia.tar
0,0,0,0.67,0.42,0.57,0.72,0.43,0.44,0.26,0.47,0.52,0.37,0.45
