jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.62,0.7,0.72,0.73,0.67,0.67,0.63,0.6,0.62,0.62
