jpeg-medium,png-medium,png-small,psd-large,psd-small,jpeg-large,svg-small,png-large,svg-medium,psd-medium,jpeg-small,svg-large
0,0,0,0.79,0.74,0.71,0.71,0.71,0.73,0.72,0.72,0.7,0.69
