vmlinux-5.10.tar,silesia.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar,misc.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin
0,0,0,0.98,0.94,0.95,0.94,0.92,0.89,0.89,0.84,0.8,0.74,0.75
