svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.67,0.71,0.7,0.69,0.72,0.73,0.73,0.73,0.71,0.7
