uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,enwik8.tar,silesia.tar,uiq2-8.bin,uiq-32.bin,fannie_mae_500k.tar,misc.tar,large.tar,uiq2-16.bin
0,0,0,0.96,0.93,0.92,0.83,0.69,0.71,0.67,0.55,0.63,0.46,0.55
