uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,enwik8.tar,silesia.tar,uiq2-8.bin,uiq-32.bin,fannie_mae_500k.tar,misc.tar,large.tar,uiq2-16.bin
0,0,0,0.69,0.76,0.82,0.77,0.71,0.74,0.75,0.76,0.76,0.74,0.73
