jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.91,0.88,0.79,0.7,0.7,0.68,0.66,0.66,0.66,0.67
