svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.56,0.53,0.58,0.64,0.67,0.66,0.62,0.63,0.63,0.63
