enwik8.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-16.bin,uiq2-4.bin,uiq2-8.bin,large.tar,fannie_mae_500k.tar,artificl.tar,vmlinux-5.10.tar,silesia.tar,ambivert.wav.tar
0,0,0,1.0,0.89,0.81,0.79,0.81,0.84,0.84,0.83,0.81,0.79,0.8
