psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.6,0.57,0.72,0.52,0.34,0.47,0.6,0.49,0.53,0.42
