uiq2-4.bin,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-8.bin,silesia.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar
0,0,0,0.87,0.89,0.79,0.75,0.74,0.74,0.76,0.78,0.78,0.78,0.79
