deepfield.tar,large.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,silesia.tar,artificl.tar,misc.tar
0,0,0,0.53,0.68,0.67,0.64,0.62,0.67,0.7,0.71,0.73,0.74,0.71
