fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,enwik8.tar,misc.tar
0,0,0,0.84,0.82,0.8,0.82,0.81,0.82,0.8,0.81,0.82,0.81,0.81
