uiq2-4.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,uiq-32.bin
0,0,0,0.76,0.58,0.59,0.5,0.66,0.46,0.42,0.38,0.38,0.43,0.39
