uiq-32.bin,deepfield.tar,enwik8.tar,misc.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,uiq2-16.bin
0,0,0,0.67,0.48,0.73,0.43,0.45,0.3,0.44,0.54,0.53,0.46,0.59
