png-medium,psd-large,psd-small,jpeg-medium,jpeg-small,png-small,png-large,svg-medium,svg-large,jpeg-large,svg-small,psd-medium
0,0,0,0.69,0.6,0.31,0.38,0.31,0.4,0.36,0.33,0.4,0.38
