psd-small,jpeg-medium,svg-large,psd-medium,png-small,psd-large,svg-small,png-large,jpeg-small,svg-medium,png-medium,jpeg-large
0,0,0,0.73,0.63,0.42,0.58,0.35,0.45,0.5,0.53,0.41,0.37
