jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.72,0.6,0.53,0.47,0.4,0.53,0.35,0.45,0.42,0.36
