psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.64,0.63,0.63,0.66,0.65,0.64,0.63,0.65,0.67,0.67
