svg-small,jpeg-medium,jpeg-small,png-small,png-medium,jpeg-large,psd-medium,svg-medium,psd-large,psd-small,png-large,svg-large
0,0,0,0.53,0.35,0.57,0.45,0.53,0.44,0.41,0.3,0.47,0.4
