enwik8.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,large.tar,misc.tar,silesia.tar,uiq-32.bin
0,0,0,0.9,0.88,0.81,0.81,0.81,0.81,0.81,0.82,0.81,0.81,0.81
